epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,122.133,0.66068,0.3954,1.02687,0.9911,0.9753,0.99092,0.87791,0.6081,0.33104,0.9615,0.0757301,0.00312585,0.00312585
2,236.58,0.69038,0.44896,1.0428,0.98687,0.96751,0.98614,0.86725,0.63278,0.35835,0.98843,0.0512363,0.00614051,0.00614051
3,348.579,0.69405,0.47023,1.05585,0.96351,0.94072,0.97033,0.82415,0.69765,0.47479,1.07381,0.0266182,0.00903087,0.00903087
4,459.77,0.72693,0.51859,1.08661,0.96405,0.93133,0.97129,0.81245,0.726,0.49968,1.08017,0.0107322,0.0107322,0.0107322
5,572.292,0.72824,0.53396,1.08645,0.96645,0.94969,0.97752,0.83298,0.68681,0.43573,1.05968,0.0105062,0.0105062,0.0105062
6,683.671,0.71922,0.52691,1.07963,0.97592,0.95557,0.98148,0.84693,0.66689,0.41303,1.04204,0.0102803,0.0102803,0.0102803
7,796.133,0.69983,0.51885,1.06929,0.96492,0.94064,0.97645,0.84643,0.64877,0.4258,1.01027,0.0100543,0.0100543,0.0100543
8,907.298,0.68629,0.50377,1.06399,0.97363,0.95829,0.98155,0.84895,0.65634,0.40371,1.02395,0.00982838,0.00982838,0.00982838
9,1019.74,0.67955,0.50121,1.06439,0.97161,0.93794,0.97901,0.85561,0.62048,0.40985,1.00753,0.00960244,0.00960244,0.00960244
10,1130.83,0.66202,0.49518,1.05703,0.97159,0.96199,0.98255,0.85927,0.60763,0.37106,1.01006,0.00937649,0.00937649,0.00937649
11,1243.57,0.65478,0.48864,1.05045,0.96997,0.95255,0.98312,0.86263,0.61723,0.37919,1.00388,0.00915055,0.00915055,0.00915055
12,1354.85,0.65026,0.48291,1.04608,0.97179,0.95918,0.98142,0.8682,0.59861,0.36905,0.99564,0.0089246,0.0089246,0.0089246
