epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,118.537,0.67491,0.38409,1.0285,0.98322,0.96705,0.98751,0.86324,0.65145,0.34075,0.98371,0.0769176,0.00299057,0.00299057
2,232.202,0.72962,0.46087,1.05352,0.97171,0.95526,0.97851,0.83544,0.69478,0.40547,1.01062,0.0536215,0.00587475,0.00587475
3,342.813,0.7358,0.48968,1.05773,0.96459,0.93628,0.97118,0.81115,0.72567,0.44574,1.051,0.0302065,0.00863999,0.00863999
4,452.513,0.76815,0.54017,1.09894,0.93993,0.9176,0.95778,0.792,0.76652,0.50297,1.05419,0.0107885,0.0107885,0.0107885
5,562.893,0.78312,0.56733,1.09973,0.96019,0.93118,0.97127,0.8128,0.74387,0.45072,1.06634,0.0105614,0.0105614,0.0105614
6,672.813,0.76698,0.56282,1.09288,0.96252,0.93819,0.97605,0.82424,0.70697,0.43018,1.05259,0.0103342,0.0103342,0.0103342
7,784.435,0.75213,0.55108,1.08707,0.96563,0.93237,0.97107,0.8232,0.71097,0.43892,1.04133,0.0101071,0.0101071,0.0101071
8,894.566,0.74151,0.54288,1.07869,0.92134,0.83918,0.92317,0.75573,0.79659,0.63869,1.10354,0.0098799,0.0098799,0.0098799
9,1005.43,0.72084,0.53159,1.06908,0.95137,0.931,0.97463,0.83316,0.67277,0.42861,1.03099,0.00965275,0.00965275,0.00965275
10,1114.83,0.70414,0.514,1.06695,0.97094,0.93069,0.96911,0.82768,0.67371,0.43049,1.01988,0.00942559,0.00942559,0.00942559
11,1226.32,0.68822,0.50417,1.05923,0.95363,0.95831,0.9801,0.84945,0.64131,0.39188,1.00628,0.00919844,0.00919844,0.00919844
12,1335.87,0.67855,0.49323,1.05833,0.95381,0.94835,0.97522,0.84605,0.62638,0.39956,1.00006,0.00897128,0.00897128,0.00897128
13,1446.95,0.66735,0.48706,1.04865,0.97246,0.96127,0.98439,0.86303,0.60189,0.35667,0.96891,0.00874412,0.00874412,0.00874412
14,1557.23,0.65764,0.48135,1.04006,0.97339,0.95804,0.98377,0.86143,0.61414,0.35878,0.99501,0.00851697,0.00851697,0.00851697
15,1668.15,0.65118,0.47438,1.04116,0.95697,0.95109,0.97589,0.84938,0.61679,0.40028,1.00445,0.00828981,0.00828981,0.00828981
16,1777.85,0.63499,0.45956,1.03403,0.98239,0.95802,0.98385,0.8691,0.58273,0.34885,0.97453,0.00806265,0.00806265,0.00806265
17,1889.05,0.62603,0.44986,1.02686,0.96807,0.96593,0.98325,0.87507,0.58361,0.34759,0.9831,0.0078355,0.0078355,0.0078355
18,1998.83,0.619,0.44764,1.02636,0.97394,0.95469,0.98404,0.87049,0.59278,0.34919,0.98919,0.00760834,0.00760834,0.00760834
19,2109.83,0.60865,0.43455,1.01686,0.97161,0.96704,0.98632,0.88305,0.55612,0.31993,0.94414,0.00738118,0.00738118,0.00738118
20,2219.4,0.5998,0.4332,1.01492,0.97339,0.93791,0.97408,0.85758,0.60597,0.39132,0.98893,0.00715403,0.00715403,0.00715403
21,2330.04,0.58821,0.41968,1.0038,0.97025,0.96736,0.98611,0.88073,0.57316,0.33083,0.96662,0.00692687,0.00692687,0.00692687
22,2439.31,0.58952,0.41212,1.00203,0.97783,0.96922,0.98857,0.89278,0.54245,0.30383,0.95143,0.00669971,0.00669971,0.00669971
23,2550.05,0.56928,0.40272,0.99671,0.98273,0.96774,0.98868,0.89633,0.52652,0.29652,0.92219,0.00647256,0.00647256,0.00647256
24,2659.61,0.57003,0.40346,0.99309,0.97926,0.97247,0.98767,0.90037,0.5161,0.28822,0.92452,0.0062454,0.0062454,0.0062454
25,2770.64,0.55934,0.39372,0.98847,0.97741,0.95957,0.98535,0.89502,0.53301,0.3189,0.92412,0.00601824,0.00601824,0.00601824
26,2880.36,0.54832,0.3848,0.98695,0.9824,0.97224,0.98831,0.9041,0.51123,0.28966,0.90849,0.00579109,0.00579109,0.00579109
27,2990.74,0.53485,0.37713,0.9789,0.98513,0.97138,0.98753,0.90798,0.49611,0.2844,0.90732,0.00556393,0.00556393,0.00556393
28,3101.08,0.53879,0.3767,0.97594,0.98089,0.96034,0.98641,0.89906,0.51638,0.30332,0.91461,0.00533678,0.00533678,0.00533678
29,3212.71,0.52448,0.36484,0.97107,0.98316,0.96536,0.98752,0.90325,0.49868,0.28918,0.92133,0.00510962,0.00510962,0.00510962
30,3322.07,0.51668,0.36097,0.97367,0.97975,0.97486,0.98923,0.91068,0.49702,0.2777,0.92357,0.00488246,0.00488246,0.00488246
31,3432.83,0.50951,0.3541,0.97108,0.98045,0.97187,0.98893,0.91255,0.47943,0.27427,0.90771,0.00465531,0.00465531,0.00465531
32,3542.62,0.50433,0.34859,0.96292,0.98352,0.96896,0.98634,0.91019,0.47858,0.27728,0.89834,0.00442815,0.00442815,0.00442815
33,3653.59,0.49115,0.33922,0.95843,0.9869,0.97638,0.99086,0.92204,0.45491,0.25972,0.89577,0.00420099,0.00420099,0.00420099
34,3763.87,0.48699,0.33626,0.96403,0.98829,0.97331,0.98922,0.92288,0.45389,0.25874,0.90476,0.00397384,0.00397384,0.00397384
35,3875.24,0.47823,0.32464,0.95925,0.98841,0.97398,0.9897,0.92599,0.44225,0.247,0.90365,0.00374668,0.00374668,0.00374668
36,3985.65,0.46994,0.31989,0.95313,0.98806,0.97526,0.99011,0.92782,0.43341,0.24374,0.88027,0.00351952,0.00351952,0.00351952
37,4097.32,0.46104,0.31347,0.94415,0.98762,0.97545,0.99007,0.92816,0.43677,0.24985,0.8819,0.00329237,0.00329237,0.00329237
38,4207.81,0.45553,0.31056,0.94372,0.99214,0.97688,0.99118,0.92989,0.43196,0.24094,0.88161,0.00306521,0.00306521,0.00306521
39,4319.1,0.4514,0.3042,0.9419,0.99038,0.97506,0.99132,0.93348,0.42745,0.23963,0.8761,0.00283805,0.00283805,0.00283805
40,4430.34,0.4445,0.29939,0.9416,0.98871,0.97805,0.98991,0.93244,0.42685,0.24179,0.87848,0.0026109,0.0026109,0.0026109
41,4542.72,0.38626,0.2331,0.90741,0.98209,0.97854,0.98941,0.928,0.43549,0.25175,0.88393,0.00238374,0.00238374,0.00238374
42,4653.83,0.37931,0.23007,0.90202,0.98944,0.97467,0.99008,0.93233,0.42527,0.24189,0.88887,0.00215658,0.00215658,0.00215658
43,4764.73,0.37079,0.22575,0.9033,0.98976,0.97628,0.98999,0.93567,0.41503,0.2439,0.87966,0.00192943,0.00192943,0.00192943
44,4874.88,0.35529,0.21538,0.89446,0.99273,0.9758,0.99136,0.93814,0.41249,0.23788,0.87923,0.00170227,0.00170227,0.00170227
45,4986.26,0.35163,0.21346,0.89508,0.98957,0.97749,0.99015,0.94018,0.39812,0.23202,0.8732,0.00147512,0.00147512,0.00147512
46,5096.82,0.33837,0.20374,0.88767,0.99052,0.98046,0.99071,0.94039,0.39927,0.23069,0.87483,0.00124796,0.00124796,0.00124796
47,5208.36,0.33223,0.20121,0.88982,0.99268,0.97914,0.9913,0.94326,0.39747,0.22947,0.87505,0.0010208,0.0010208,0.0010208
48,5318.38,0.32409,0.19681,0.88236,0.99253,0.9779,0.99111,0.94341,0.39479,0.22365,0.8728,0.000793646,0.000793646,0.000793646
49,5429.55,0.31814,0.19149,0.87954,0.98966,0.98066,0.99141,0.9442,0.39286,0.2231,0.87303,0.00056649,0.00056649,0.00056649
50,5539.93,0.31204,0.18657,0.87812,0.99145,0.98199,0.99138,0.94506,0.38532,0.21882,0.86815,0.000339333,0.000339333,0.000339333
