epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,121.033,0.67142,0.39536,1.01075,0.98082,0.96321,0.98587,0.85231,0.66938,0.38124,0.98591,0.0768561,0.0030133,0.0030133
2,235.756,0.72697,0.47548,1.04302,0.97671,0.96302,0.98349,0.84836,0.66654,0.38993,0.98554,0.0534975,0.00591941,0.00591941
3,347.88,0.72083,0.4977,1.05801,0.94858,0.91835,0.9628,0.79015,0.76069,0.51174,1.08724,0.0300189,0.00870568,0.00870568
4,459.522,0.75952,0.55386,1.07852,0.94353,0.9092,0.9533,0.78238,0.76804,0.54266,1.08023,0.0108356,0.0108356,0.0108356
5,571.587,0.76843,0.57292,1.0817,0.95392,0.94952,0.97666,0.8217,0.71724,0.4479,1.03778,0.0106074,0.0106074,0.0106074
6,682.144,0.75536,0.57298,1.08231,0.94598,0.9289,0.96414,0.8019,0.73361,0.49337,1.05342,0.0103793,0.0103793,0.0103793
7,794.213,0.74206,0.56562,1.06337,0.94577,0.9359,0.97237,0.82281,0.68897,0.46399,1.00375,0.0101511,0.0101511,0.0101511
8,906.056,0.72673,0.55262,1.05837,0.95938,0.92514,0.97249,0.8287,0.67401,0.45901,1.01743,0.00992299,0.00992299,0.00992299
9,1018.11,0.71862,0.53767,1.06022,0.96964,0.93632,0.97545,0.83606,0.67256,0.4175,1.00684,0.00969484,0.00969484,0.00969484
10,1129.69,0.70061,0.5319,1.04999,0.96413,0.93766,0.97225,0.84014,0.64909,0.41606,1.00619,0.0094667,0.0094667,0.0094667
11,1241.78,0.68746,0.51493,1.04326,0.96047,0.94335,0.9761,0.83034,0.67908,0.42533,1.01035,0.00923856,0.00923856,0.00923856
12,1352.89,0.68641,0.5149,1.04621,0.97384,0.94848,0.98124,0.84227,0.64746,0.39139,1.00335,0.00901041,0.00901041,0.00901041
13,1464.81,0.66026,0.50008,1.03238,0.96109,0.92292,0.96852,0.83125,0.66716,0.45103,1.00934,0.00878227,0.00878227,0.00878227
14,1575.72,0.65519,0.48812,1.03449,0.97475,0.95129,0.98278,0.86071,0.60562,0.37879,0.97548,0.00855412,0.00855412,0.00855412
15,1687.47,0.65146,0.48342,1.02479,0.97394,0.95822,0.98223,0.86633,0.59044,0.36982,0.96435,0.00832598,0.00832598,0.00832598
16,1798.49,0.63558,0.47642,1.01925,0.9668,0.95073,0.97694,0.85865,0.5973,0.41325,0.96459,0.00809783,0.00809783,0.00809783
17,1910.24,0.62448,0.46863,1.00957,0.98199,0.94659,0.98209,0.86731,0.58294,0.36424,0.9527,0.00786969,0.00786969,0.00786969
18,2021.07,0.61442,0.45906,1.00689,0.97424,0.95608,0.98541,0.87589,0.57253,0.34297,0.94274,0.00764155,0.00764155,0.00764155
19,2133.57,0.60604,0.45174,1.00658,0.98035,0.95645,0.98574,0.87894,0.56517,0.33677,0.93769,0.0074134,0.0074134,0.0074134
20,2245.91,0.60018,0.43811,1.00084,0.96735,0.95934,0.98396,0.877,0.56348,0.34973,0.93586,0.00718526,0.00718526,0.00718526
21,2357.85,0.58922,0.43126,0.99342,0.97792,0.95648,0.98556,0.88514,0.54268,0.32967,0.92693,0.00695711,0.00695711,0.00695711
22,2468.7,0.58491,0.4278,0.98983,0.97356,0.96467,0.98567,0.88848,0.53359,0.32132,0.92308,0.00672897,0.00672897,0.00672897
23,2580.7,0.57543,0.41923,0.98885,0.98278,0.97119,0.98728,0.89703,0.5201,0.30106,0.92159,0.00650082,0.00650082,0.00650082
24,2692.53,0.56322,0.41696,0.9847,0.98204,0.97078,0.98891,0.90318,0.51328,0.30075,0.90494,0.00627268,0.00627268,0.00627268
25,2804.83,0.55169,0.40009,0.9808,0.98278,0.97226,0.98789,0.90129,0.50797,0.2901,0.90695,0.00604453,0.00604453,0.00604453
26,2917.13,0.54604,0.39614,0.97458,0.98638,0.96373,0.98526,0.8969,0.51235,0.30166,0.90159,0.00581639,0.00581639,0.00581639
27,3028.97,0.53691,0.38909,0.97167,0.98556,0.96995,0.98773,0.90477,0.49609,0.28669,0.90655,0.00558825,0.00558825,0.00558825
28,3140.15,0.53006,0.38389,0.96878,0.98608,0.97022,0.98811,0.90587,0.48725,0.28708,0.90392,0.0053601,0.0053601,0.0053601
29,3252.93,0.5243,0.37734,0.95922,0.98158,0.96704,0.9872,0.90612,0.49073,0.29837,0.9072,0.00513196,0.00513196,0.00513196
30,3364.62,0.51714,0.37119,0.96409,0.98115,0.96993,0.98744,0.91112,0.47718,0.30089,0.90096,0.00490381,0.00490381,0.00490381
31,3476.26,0.50713,0.36188,0.9571,0.98505,0.97327,0.98985,0.9176,0.46981,0.27265,0.88809,0.00467567,0.00467567,0.00467567
32,3587.48,0.49549,0.35386,0.94759,0.98634,0.97172,0.99046,0.9158,0.46898,0.26933,0.88195,0.00444752,0.00444752,0.00444752
33,3699.33,0.48891,0.3506,0.94475,0.98374,0.975,0.99047,0.9187,0.46482,0.26273,0.88601,0.00421938,0.00421938,0.00421938
34,3810.82,0.48747,0.34862,0.94699,0.98616,0.97527,0.99031,0.91991,0.45439,0.2636,0.8834,0.00399124,0.00399124,0.00399124
35,3923.06,0.47747,0.33867,0.94089,0.98987,0.97399,0.99068,0.92318,0.45204,0.25895,0.88568,0.00376309,0.00376309,0.00376309
36,4034.1,0.47091,0.33379,0.94112,0.99181,0.97369,0.99107,0.92566,0.4458,0.25563,0.87942,0.00353495,0.00353495,0.00353495
37,4146.7,0.46437,0.32545,0.93773,0.98413,0.97941,0.9898,0.9262,0.43853,0.25451,0.87146,0.0033068,0.0033068,0.0033068
38,4257.66,0.45922,0.32331,0.93099,0.99236,0.97492,0.99044,0.9311,0.42579,0.23944,0.8631,0.00307866,0.00307866,0.00307866
39,4369.96,0.44687,0.31534,0.92806,0.98772,0.97815,0.99053,0.93124,0.42532,0.24118,0.86731,0.00285051,0.00285051,0.00285051
