epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,120.626,0.61019,0.27497,0.99472,0.98117,0.96701,0.9818,0.85865,0.58637,0.28011,0.93575,0.0692134,0.00241008,0.00241008
2,233.911,0.63362,0.3089,1.00998,0.97296,0.96991,0.98508,0.8524,0.62844,0.27918,0.97302,0.0382045,0.00473452,0.00473452
3,346.254,0.72324,0.39299,1.06833,0.88322,0.80439,0.87023,0.6639,0.93942,0.67351,1.2704,0.0070998,0.00696319,0.00696319
4,457.893,0.91715,0.64314,1.21186,0.85639,0.7923,0.85647,0.63736,0.93679,0.67251,1.26849,0.00682907,0.00682907,0.00682907
5,569.932,0.95479,0.7352,1.23818,0.8505,0.79469,0.87481,0.66395,0.88816,0.64111,1.19153,0.00668543,0.00668543,0.00668543
6,682.878,0.92955,0.70965,1.20613,0.86497,0.83048,0.88699,0.68347,0.86521,0.58323,1.12923,0.00654178,0.00654178,0.00654178
7,795.307,0.90926,0.68975,1.19642,0.90032,0.8215,0.90499,0.70639,0.83016,0.54843,1.14344,0.00639814,0.00639814,0.00639814
8,906.292,0.87632,0.65157,1.17967,0.89126,0.85382,0.91997,0.72054,0.81999,0.51448,1.15658,0.0062545,0.0062545,0.0062545
9,1019.13,0.84894,0.62217,1.15994,0.88915,0.81367,0.89909,0.69226,0.87074,0.59651,1.19402,0.00611085,0.00611085,0.00611085
10,1129.96,0.82689,0.59662,1.14978,0.90996,0.89377,0.94703,0.75906,0.75864,0.45288,1.08889,0.00596721,0.00596721,0.00596721
11,1242.31,0.80227,0.56545,1.12902,0.91798,0.87844,0.94857,0.76894,0.72641,0.4371,1.07481,0.00582357,0.00582357,0.00582357
12,1354.56,0.78559,0.54788,1.11606,0.91801,0.85625,0.93154,0.74616,0.77625,0.46901,1.09477,0.00567992,0.00567992,0.00567992
13,1467.18,0.76791,0.53636,1.10466,0.94686,0.90934,0.95937,0.79501,0.69572,0.39177,1.02299,0.00553628,0.00553628,0.00553628
14,1578.23,0.74633,0.51425,1.09091,0.93906,0.91279,0.9596,0.78622,0.70794,0.38399,1.04805,0.00539264,0.00539264,0.00539264
