                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    152,                0.00787,                0.91532,                 1.1335,                  0.992,                0.97267,                0.98487,                0.88774,                0.00653,                0.50681,                0.95156,              0.0012627,              0.0012627,              0.0012627
                    153,                0.00792,                0.92965,                 1.1392,                  0.992,                0.97267,                0.98487,                0.88807,                0.00653,                0.50691,                0.95133,               0.001238,               0.001238,               0.001238
                    154,                0.00784,                0.93148,                 1.1415,                  0.992,                0.97267,                0.98487,                0.88787,                0.00652,                0.50601,                0.95134,              0.0012133,              0.0012133,              0.0012133
                    155,                0.00787,                0.92573,                   1.14,                  0.992,                0.97374,                0.98538,                0.88835,                0.00651,                0.50537,                0.95115,              0.0011885,              0.0011885,              0.0011885
                    156,                0.00783,                0.92813,                  1.137,                  0.992,                0.97374,                0.98537,                0.88798,                0.00651,                0.50493,                0.95112,              0.0011637,              0.0011637,              0.0011637
                    157,                0.00781,                 0.9272,                 1.1314,                0.99147,                0.97426,                0.98562,                 0.8882,                 0.0065,                0.50501,                0.95086,               0.001139,               0.001139,               0.001139
                    158,                0.00783,                 0.9335,                 1.1311,                0.99147,                0.97426,                0.98561,                 0.8884,                 0.0065,                0.50419,                0.95088,              0.0011142,              0.0011142,              0.0011142
                    159,                0.00775,                0.91478,                 1.1312,                0.99147,                0.97488,                  0.986,                0.88827,                 0.0065,                0.50371,                0.95088,              0.0010895,              0.0010895,              0.0010895
                    160,                0.00776,                0.92172,                 1.1346,                0.99147,                0.97488,                  0.986,                0.88896,                 0.0065,                0.50291,                0.95063,              0.0010647,              0.0010647,              0.0010647
                    161,                0.00774,                0.91557,                 1.1311,                0.99147,                0.97488,                  0.986,                0.88919,                0.00649,                 0.5034,                0.95025,                0.00104,                0.00104,                0.00104
                    162,                0.00767,                0.90356,                 1.1223,                0.99147,                0.97488,                  0.986,                0.89008,                0.00648,                0.50266,                0.94971,              0.0010152,              0.0010152,              0.0010152
                    163,                0.00769,                0.88775,                 1.1227,                0.99147,                0.97488,                0.98599,                 0.8893,                0.00648,                0.50316,                0.94938,              0.0009905,              0.0009905,              0.0009905
                    164,                0.00772,                0.90187,                 1.1294,                0.99147,                0.97488,                0.98599,                 0.8883,                0.00648,                0.50291,                0.94939,             0.00096575,             0.00096575,             0.00096575
                    165,                0.00768,                0.90912,                 1.1327,                0.99147,                0.97543,                 0.9863,                0.88904,                0.00648,                0.50225,                 0.9493,               0.000941,               0.000941,               0.000941
                    166,                0.00763,                0.89919,                 1.1269,                0.99147,                0.97543,                 0.9863,                0.88943,                0.00647,                0.50199,                0.94903,             0.00091625,             0.00091625,             0.00091625
                    167,                0.00754,                0.88069,                 1.1189,                0.99147,                0.97543,                0.98631,                0.88991,                0.00647,                0.50137,                0.94883,              0.0008915,              0.0008915,              0.0008915
                    168,                 0.0075,                0.87953,                 1.1124,                0.99147,                0.97543,                0.98631,                0.88985,                0.00646,                0.50052,                0.94838,             0.00086675,             0.00086675,             0.00086675
                    169,                0.00757,                 0.8872,                 1.1264,                0.99147,                0.97543,                0.98631,                0.88979,                0.00645,                0.50022,                0.94822,               0.000842,               0.000842,               0.000842
                    170,                0.00746,                0.86205,                 1.1182,                0.99147,                0.97543,                0.98631,                0.89032,                0.00645,                0.50029,                0.94779,             0.00081725,             0.00081725,             0.00081725
                    171,                0.00753,                0.88933,                 1.1269,                0.99147,                0.97543,                0.98631,                0.89017,                0.00644,                0.49918,                0.94742,              0.0007925,              0.0007925,              0.0007925
                    172,                0.00754,                0.88545,                 1.1211,                0.99147,                0.97543,                0.98631,                0.88978,                0.00643,                0.49872,                0.94706,             0.00076775,             0.00076775,             0.00076775
                    173,                0.00757,                0.88535,                 1.1228,                0.99147,                0.97543,                 0.9863,                0.89018,                0.00643,                0.49827,                0.94685,               0.000743,               0.000743,               0.000743
                    174,                0.00751,                0.87359,                 1.1125,                0.99147,                0.97543,                 0.9863,                0.89055,                0.00642,                0.49718,                0.94647,             0.00071825,             0.00071825,             0.00071825
                    175,                0.00748,                0.86693,                 1.1135,                0.99147,                0.97543,                 0.9863,                0.89056,                0.00642,                0.49611,                0.94623,              0.0006935,              0.0006935,              0.0006935
                    176,                0.00744,                0.86914,                 1.1156,                0.99147,                0.97543,                 0.9863,                0.89062,                0.00641,                0.49651,                0.94574,             0.00066875,             0.00066875,             0.00066875
                    177,                0.00747,                0.86276,                 1.1145,                0.99147,                0.97543,                0.98631,                  0.891,                 0.0064,                0.49656,                0.94538,               0.000644,               0.000644,               0.000644
                    178,                 0.0074,                0.85886,                  1.112,                0.99173,                0.97543,                0.98631,                0.89126,                 0.0064,                0.49613,                0.94502,             0.00061925,             0.00061925,             0.00061925
                    179,                 0.0074,                0.85838,                 1.1073,                0.99209,                0.97543,                0.98632,                0.89156,                0.00639,                0.49628,                0.94473,              0.0005945,              0.0005945,              0.0005945
                    180,                0.00738,                0.84922,                 1.1067,                0.99218,                0.97543,                0.98632,                0.89142,                0.00639,                0.49515,                0.94437,             0.00056975,             0.00056975,             0.00056975
                    181,                 0.0074,                0.85677,                 1.1063,                0.99218,                0.97543,                0.98632,                0.89122,                0.00638,                0.49563,                0.94404,               0.000545,               0.000545,               0.000545
                    182,                0.00739,                0.85753,                 1.1103,                0.99218,                0.97543,                0.98633,                0.89136,                0.00638,                 0.4952,                0.94377,             0.00052025,             0.00052025,             0.00052025
                    183,                0.00732,                0.84893,                 1.1073,                0.99219,                0.97614,                0.98665,                0.89181,                0.00638,                0.49507,                0.94358,              0.0004955,              0.0004955,              0.0004955
                    184,                0.00724,                0.83891,                 1.1032,                0.99219,                0.97614,                0.98665,                0.89222,                0.00637,                0.49517,                 0.9434,             0.00047075,             0.00047075,             0.00047075
                    185,                0.00723,                0.82758,                 1.1035,                0.99219,                0.97614,                0.98665,                0.89297,                0.00636,                0.49522,                0.94318,               0.000446,               0.000446,               0.000446
                    186,                0.00732,                0.85275,                 1.1048,                0.99219,                0.97614,                0.98666,                0.89243,                0.00636,                0.49518,                0.94313,             0.00042125,             0.00042125,             0.00042125
                    187,                0.00717,                 0.8246,                 1.0975,                0.99219,                0.97614,                0.98666,                0.89189,                0.00636,                0.49559,                0.94288,              0.0003965,              0.0003965,              0.0003965
                    188,                0.00723,                0.82978,                 1.0991,                0.99219,                0.97614,                0.98668,                0.89203,                0.00635,                0.49512,                0.94275,             0.00037175,             0.00037175,             0.00037175
                    189,                0.00721,                0.82661,                 1.0989,                0.99219,                0.97614,                0.98668,                0.89197,                0.00635,                0.49554,                0.94225,               0.000347,               0.000347,               0.000347
                    190,                0.00715,                0.82264,                 1.0978,                0.99219,                0.97614,                0.98668,                0.89206,                0.00634,                 0.4953,                0.94174,             0.00032225,             0.00032225,             0.00032225
                    191,                0.00719,                0.83289,                 1.1001,                0.99219,                0.97614,                 0.9867,                0.89266,                0.00633,                0.49518,                0.94148,              0.0002975,              0.0002975,              0.0002975
                    192,                0.00712,                0.80995,                 1.0919,                0.99219,                0.97614,                0.98672,                0.89252,                0.00633,                0.49485,                 0.9414,             0.00027275,             0.00027275,             0.00027275
                    193,                0.00716,                0.82008,                 1.0957,                0.99219,                0.97614,                 0.9867,                0.89331,                0.00632,                 0.4943,                 0.9412,               0.000248,               0.000248,               0.000248
                    194,                0.00717,                0.81964,                  1.096,                0.99219,                0.97614,                0.98671,                0.89322,                0.00632,                0.49407,                0.94106,             0.00022325,             0.00022325,             0.00022325
                    195,                0.00717,                0.82674,                  1.098,                 0.9929,                0.97614,                0.98673,                0.89282,                0.00632,                0.49387,                0.94076,              0.0001985,              0.0001985,              0.0001985
                    196,                0.00713,                 0.8148,                 1.0926,                0.99219,                0.97614,                0.98675,                0.89302,                0.00631,                0.49466,                0.94052,             0.00017375,             0.00017375,             0.00017375
                    197,                0.00715,                0.83635,                 1.0956,                0.99219,                0.97614,                0.98674,                0.89307,                0.00631,                0.49456,                0.94037,               0.000149,               0.000149,               0.000149
                    198,                0.00711,                0.81711,                 1.0921,                0.99268,                0.97661,                0.98696,                0.89347,                 0.0063,                 0.4952,                0.93994,             0.00012425,             0.00012425,             0.00012425
                    199,                0.00704,                0.79791,                 1.0875,                0.99267,                0.97661,                0.98695,                0.89343,                 0.0063,                0.49449,                 0.9397,               9.95e-05,               9.95e-05,               9.95e-05
